"COLLEX","CORP.FREQ","OBS","EXP","ASSOC","COLL.STR.LOGL","SIGNIF"
"considerare",4098432,35765,80767.2,"rep",32294.55218,"*****"
"annunciare",1143403,1719,22532.9,"rep",33177.14286,"*****"
"registrare",1827693,7682,36018.1,"rep",33400.7318,"*****"
"vincere",2376782,13537,46838.9,"rep",33501.75039,"*****"
"dare",12446119,161285,245273.8,"rep",33529.66247,"*****"
"concludere",1974184,8745,38904.9,"rep",34706.53192,"*****"
"continuare",4773726,43469,94075.1,"rep",34708.75204,"*****"
"dirigere",1169592,1575,23049,"rep",34907.86976,"*****"
"riconoscere",2362766,12604,46562.7,"rep",35503.4584,"*****"
"indicare",2618405,15222,51600.5,"rep",36141.28482,"*****"
"sostenere",2681767,15836,52849.2,"rep",36413.45442,"*****"
"approvare",1246768,1742,24569.9,"rep",36873.60895,"*****"
"portare",8062073,89372,158878,"rep",36919.70379,"*****"
"invitare",1315333,2187,25921.1,"rep",37103.18968,"*****"
"raccogliere",1977974,7930,38979.6,"rep",37365.41377,"*****"
"ringraziare",1135735,928,22381.8,"rep",37423.49439,"*****"
"promuovere",1567639,3975,30893.2,"rep",38023.81036,"*****"
"sperare",2106847,8847,41519.3,"rep",38532.13481,"*****"
"creare",5249351,47349,103448.2,"rep",38886.53314,"*****"
"costringere",1330812,1938,26226.1,"rep",38944.66533,"*****"
"basare",1401251,2380,27614.2,"rep",39279.08058,"*****"
"cominciare",2422672,11278,47743.2,"rep",40976.57788,"*****"
"accompagnare",1838085,5563,36222.9,"rep",41019.48652,"*****"
"dimostrare",2384715,10625,46995.2,"rep",41744.90724,"*****"
"mantenere",2349763,10124,46306.4,"rep",42182.17939,"*****"
"costruire",2671522,13404,52647.3,"rep",42439.56073,"*****"
"spiegare",3094259,18047,60978.1,"rep",42572.5419,"*****"
"svolgere",3908711,27567,77028.4,"rep",42973.42575,"*****"
"raccontare",2602026,12392,51277.7,"rep",43204.98483,"*****"
"scoprire",3117071,17671,61427.6,"rep",44156.36705,"*****"
"guidare",1958353,5780,38593,"rep",44264.97799,"*****"
"uscire",3006830,15780,59255.1,"rep",45883.66788,"*****"
"sembrare",5830314,50876,114897.1,"rep",45979.09164,"*****"
"morire",2060590,6084,40607.7,"rep",46568.87475,"*****"
"offrire",5017833,39662,98885.7,"rep",46787.17294,"*****"
"coinvolgere",1896218,4612,37368.5,"rep",46818.54033,"*****"
"occorrere",1365941,743,26918.4,"rep",47543.67111,"*****"
"impegnare",1590558,2080,31344.9,"rep",47814.69683,"*****"
"preferire",1465342,1262,28877.3,"rep",47878.25212,"*****"
"leggere",5210229,41466,102677.2,"rep",48061.65856,"*****"
"destinare",1539099,1582,30330.8,"rep",48720.12434,"*****"
"chiudere",2361871,8237,46545,"rep",48757.84213,"*****"
"chiedere",5874952,49738,115776.8,"rep",48906.73027,"*****"
"dotare",1554357,1383,30631.5,"rep",50510.18498,"*****"
"dichiarare",1905509,3837,37551.6,"rep",50561.07311,"*****"
"esistere",3177025,15850,62609.1,"rep",50730.0816,"*****"
"sottolineare",1506064,825,29679.8,"rep",52381.32909,"*****"
"occupare",2257061,6073,44479.6,"rep",53332.16719,"*****"
"restare",2939909,12481,57936.3,"rep",53361.28219,"*****"
"caratterizzare",1578535,1031,31107.9,"rep",53734.80841,"*****"
"capire",4732092,31669,93254.6,"rep",55686.16288,"*****"
"bastare",2716110,9459,53526,"rep",56124.62946,"*****"
"riportare",2198589,4914,43327.3,"rep",56155.63446,"*****"
"comprendere",3439233,16651,67776.4,"rep",56347.53782,"*****"
"mostrare",2546521,7720,50183.9,"rep",56794.42435,"*****"
"lavorare",3826767,20273,75413.5,"rep",57907.10459,"*****"
"finire",2799869,9291,55176.6,"rep",59488.9568,"*****"
"organizzare",3013755,11303,59391.6,"rep",59514.84671,"*****"
"vivere",5284898,36410,104148.7,"rep",59954.98496,"*****"
"presentare",6094124,46400,120096,"rep",60196.69634,"*****"
"arrivare",6996034,57350,137869.8,"rep",61554.43937,"*****"
"vedere",11480302,119956,226240.6,"rep",61667.54075,"*****"
"guardare",3220927,12520,63474.3,"rep",62151.17487,"*****"
"realizzare",5120538,33169,100909.7,"rep",62710.93267,"*****"
"amare",2433841,5139,47963.3,"rep",63507.07877,"*****"
"piacere",2706920,7393,53344.9,"rep",63532.931,"*****"
"comporre",1950093,1512,38430.2,"rep",64798.82922,"*****"
"iniziare",4422947,23861,87162.3,"rep",65808.85946,"*****"
"intendere",2353875,4005,46387.5,"rep",65968.24418,"*****"
"riguardare",3219443,11090,63445.1,"rep",66965.38157,"*****"
"porre",3018150,9168,59478.2,"rep",67255.25207,"*****"
"legare",2065809,1800,40710.6,"rep",67378.85439,"*****"
"consentire",3589186,14488,70731.5,"rep",67525.96428,"*****"
"perdere",3818425,16623,75249.1,"rep",68059.36536,"*****"
"chiamare",4285567,21012,84455,"rep",69490.76756,"*****"
"aprire",4232593,19629,83411.1,"rep",71855.49239,"*****"
"proporre",3622541,12804,71388.9,"rep",74222.12121,"*****"
"unire",2848175,5498,56128.5,"rep",76698.49936,"*****"
"partire",3618670,11938,71312.6,"rep",77160.91809,"*****"
"seguire",5127406,26559,101045,"rep",79248.84903,"*****"
"dire",20765778,242336,409228,"rep",81987.86365,"*****"
"passare",5494888,27030,108286.9,"rep",88890.98125,"*****"
"pensare",7678200,51228,151313.1,"rep",90808.07377,"*****"
"conoscere",5106331,21842,100629.7,"rep",92249.69808,"*****"
"rimanere",4810994,18766,94809.5,"rep",92672.49752,"*****"
"pubblicare",3260573,5111,64255.6,"rep",93597.59132,"*****"
"sentire",5309591,23199,104635.3,"rep",94432.27443,"*****"
"parlare",7674920,49494,151248.5,"rep",94590.97205,"*****"
"rendere",6424355,32974,126603.8,"rep",100166.40171,"*****"
"lasciare",5967170,26564,117594.1,"rep",104662.8711,"*****"
"credere",4675004,14045,92129.6,"rep",104826.61788,"*****"
"nascere",4454714,12092,87788.4,"rep",104914.91524,"*****"
"dedicare",4088914,8846,80579.6,"rep",105800.06161,"*****"
"prendere",8403195,50129,165600.5,"rep",113119.91597,"*****"
"mettere",9574493,57985,188683.1,"rep",126853.32868,"*****"
"scrivere",6501031,24627,128114.8,"rep",127721.67785,"*****"
"trattare",5494935,15312,108287.8,"rep",127882.84857,"*****"
"ricordare",5019894,10378,98926.3,"rep",132100.55829,"*****"
"tenere",5992901,18523,118101.2,"rep",132482.30621,"*****"
"riuscire",6175292,10174,121695.5,"rep",174934.25995,"*****"
"cercare",6337186,11172,124886,"rep",175918.96964,"*****"
"andare",16655484,85837,328227.1,"rep",259746.77481,"*****"
"fare",50824973,517735,1001600,"rep",295779.22651,"*****"
"sapere",11315274,20349,222988.4,"rep",312670.21348,"*****"
"stare",13632175,36138,268647.2,"rep",325561.79578,"*****"
"volere",15972020,3928,314758.2,"rep",596054.06678,"*****"
"venire",20879987,30189,411478.7,"rep",615987.81155,"*****"
"avere",130990996,224628,2581419.5,"rep",3822130.75769,"*****"
"essere",334645073,920891,6594799.3,"rep",8849092.25979,"*****"
